,iterations,voters,mean,mean_bucket,std,std_bucket,simple_majority_optimal,minority_decisiveness_optimal,non_tyrannic_minority_decisiveness_optimal,majority_tyranny_optimal,minority_tyranny_optimal,expert_tyranny_optimal,minority_colluding,optimal_correct,majority_correct,expert_correct,compromise_minority_correct,compromose_strongmajority_correct,optimal_agrees_majority,compromise_minority_agrees_majority,compromise_minority_agrees_optimal,compromose_strongmajority_agrees_majority,compromose_strongmajority_agrees_optimal,optimal_correct_minus_majority_correct
183,1000,7,0.6,,0.06,,0.01,0.99,0.99,0.135,0.0,0.0,0.32799999999999996,0.731,0.7290000000000001,0.675,0.736,0.732,0.9059999999999999,0.987,0.919,0.909,0.997,0.0019999999999998908
184,1000,7,0.6,,0.07,,0.006,0.9940000000000001,0.99,0.17,0.004,0.001,0.32899999999999996,0.763,0.743,0.71,0.746,0.762,0.8759999999999999,0.991,0.885,0.877,0.9990000000000001,0.020000000000000018
185,1000,7,0.6,,0.08,,0.003,0.997,0.987,0.23199999999999998,0.01,0.004,0.35700000000000004,0.779,0.745,0.726,0.745,0.778,0.858,0.9940000000000001,0.8640000000000001,0.861,0.997,0.03400000000000003
186,1000,7,0.6,,0.1,,0.002,0.998,0.9790000000000001,0.278,0.019,0.01,0.366,0.7809999999999999,0.752,0.746,0.757,0.778,0.887,0.9890000000000001,0.898,0.8959999999999999,0.991,0.028999999999999915
187,1000,7,0.6,,0.11,,0.002,0.998,0.971,0.262,0.027000000000000003,0.015,0.35200000000000004,0.8220000000000001,0.775,0.7659999999999999,0.787,0.8170000000000001,0.861,0.982,0.879,0.8740000000000001,0.987,0.04700000000000004
188,1000,7,0.6,,0.12,,0.0,1.0,0.9690000000000001,0.311,0.031,0.017,0.38,0.82,0.779,0.792,0.785,0.8190000000000001,0.871,0.986,0.885,0.884,0.987,0.040999999999999925
189,1000,7,0.7,,0.02,,0.991,0.009000000000000001,0.009000000000000001,0.0,0.0,0.0,0.376,0.875,0.875,0.711,0.875,0.875,1.0,1.0,1.0,1.0,1.0,0.0
190,1000,7,0.7,,0.03,,0.733,0.267,0.267,0.0,0.0,0.0,0.41200000000000003,0.879,0.8809999999999999,0.746,0.879,0.879,0.998,0.998,1.0,0.998,1.0,-0.0019999999999998908
191,1000,7,0.7,,0.04,,0.397,0.603,0.603,0.002,0.0,0.0,0.41200000000000003,0.868,0.863,0.752,0.862,0.868,0.985,0.993,0.992,0.985,1.0,0.0050000000000000044
192,1000,7,0.7,,0.06,,0.09,0.91,0.91,0.018000000000000002,0.0,0.0,0.43200000000000005,0.898,0.8859999999999999,0.794,0.889,0.898,0.966,0.993,0.973,0.966,1.0,0.012000000000000122
193,1000,7,0.7,,0.07,,0.037000000000000005,0.963,0.963,0.043,0.0,0.0,0.455,0.882,0.8690000000000001,0.7859999999999999,0.87,0.8809999999999999,0.953,0.997,0.956,0.9540000000000001,0.9990000000000001,0.0129999999999999
194,1000,7,0.7,,0.08,,0.021,0.9790000000000001,0.978,0.073,0.001,0.001,0.444,0.8859999999999999,0.879,0.782,0.8809999999999999,0.887,0.9309999999999999,0.99,0.941,0.932,0.9990000000000001,0.006999999999999895
195,1000,7,0.7,,0.1,,0.006999999999999999,0.993,0.992,0.109,0.001,0.001,0.479,0.904,0.8809999999999999,0.841,0.885,0.904,0.9390000000000001,0.9940000000000001,0.945,0.9390000000000001,1.0,0.02300000000000013
196,1000,7,0.7,,0.11,,0.009000000000000001,0.991,0.975,0.17,0.016,0.012,0.505,0.902,0.8640000000000001,0.847,0.8740000000000001,0.9009999999999999,0.9279999999999999,0.99,0.938,0.9309999999999999,0.997,0.03799999999999992
197,1000,7,0.7,,0.12,,0.003,0.997,0.978,0.18,0.019,0.013999999999999999,0.509,0.9059999999999999,0.8740000000000001,0.863,0.879,0.905,0.924,0.995,0.929,0.927,0.997,0.031999999999999806
198,1000,7,0.75,,0.02,,0.998,0.002,0.002,0.0,0.0,0.0,0.478,0.9229999999999999,0.9229999999999999,0.757,0.9229999999999999,0.9229999999999999,1.0,1.0,1.0,1.0,1.0,0.0
199,1000,7,0.75,,0.03,,0.879,0.121,0.121,0.0,0.0,0.0,0.49,0.9179999999999999,0.9179999999999999,0.7659999999999999,0.9179999999999999,0.9179999999999999,1.0,1.0,1.0,1.0,1.0,0.0
200,1000,7,0.75,,0.04,,0.556,0.444,0.444,0.0,0.0,0.0,0.5,0.946,0.943,0.7979999999999999,0.943,0.946,0.995,1.0,0.995,0.995,1.0,0.0030000000000000027
201,1000,7,0.75,,0.06,,0.17,0.83,0.83,0.004,0.0,0.0,0.494,0.935,0.935,0.833,0.932,0.935,0.9840000000000001,0.995,0.9890000000000001,0.9840000000000001,1.0,0.0
202,1000,7,0.75,,0.07,,0.084,0.9159999999999999,0.9159999999999999,0.015,0.0,0.0,0.524,0.9440000000000001,0.9390000000000001,0.838,0.9420000000000001,0.9440000000000001,0.977,0.995,0.982,0.977,1.0,0.0050000000000000044
203,1000,7,0.75,,0.08,,0.032,0.968,0.968,0.025,0.0,0.0,0.539,0.943,0.92,0.862,0.9259999999999999,0.9420000000000001,0.963,0.992,0.971,0.9640000000000001,0.9990000000000001,0.02299999999999991
204,1000,7,0.75,,0.1,,0.018000000000000002,0.982,0.976,0.083,0.006,0.006,0.5870000000000001,0.9520000000000001,0.9259999999999999,0.878,0.93,0.953,0.956,0.996,0.96,0.9590000000000001,0.997,0.026000000000000134
205,1000,7,0.75,,0.11,,0.009000000000000001,0.991,0.982,0.111,0.009000000000000001,0.009000000000000001,0.5820000000000001,0.946,0.922,0.885,0.9259999999999999,0.946,0.956,0.9940000000000001,0.9620000000000001,0.9620000000000001,0.9940000000000001,0.02399999999999991
206,1000,7,0.75,,0.12,,0.005,0.995,0.99,0.11599999999999999,0.005,0.005,0.581,0.9540000000000001,0.9229999999999999,0.898,0.93,0.9540000000000001,0.9470000000000001,0.993,0.9540000000000001,0.9490000000000001,0.998,0.03100000000000014
207,1000,7,0.8,,0.02,,0.9990000000000001,0.001,0.001,0.0,0.0,0.0,0.546,0.973,0.973,0.831,0.973,0.973,1.0,1.0,1.0,1.0,1.0,0.0
208,1000,7,0.8,,0.03,,0.937,0.063,0.063,0.0,0.0,0.0,0.5489999999999999,0.9690000000000001,0.9690000000000001,0.857,0.9690000000000001,0.9690000000000001,1.0,1.0,1.0,1.0,1.0,0.0
209,1000,7,0.8,,0.04,,0.618,0.382,0.382,0.0,0.0,0.0,0.589,0.976,0.976,0.855,0.976,0.976,1.0,1.0,1.0,1.0,1.0,0.0
210,1000,7,0.8,,0.06,,0.213,0.787,0.787,0.006999999999999999,0.0,0.0,0.602,0.9670000000000001,0.963,0.882,0.9640000000000001,0.9670000000000001,0.99,0.997,0.993,0.99,1.0,0.004000000000000115
211,1000,7,0.8,,0.07,,0.106,0.894,0.894,0.008,0.0,0.0,0.625,0.9790000000000001,0.975,0.898,0.975,0.9790000000000001,0.9840000000000001,0.996,0.988,0.9840000000000001,1.0,0.004000000000000115
212,1000,7,0.8,,0.08,,0.065,0.935,0.935,0.019,0.0,0.0,0.639,0.97,0.968,0.903,0.97,0.97,0.982,0.998,0.9840000000000001,0.982,1.0,0.0020000000000000018
213,1000,7,0.8,,0.1,,0.017,0.983,0.982,0.042,0.001,0.001,0.642,0.9740000000000001,0.9670000000000001,0.9129999999999999,0.9690000000000001,0.9740000000000001,0.9790000000000001,0.998,0.981,0.9790000000000001,1.0,0.007000000000000006
214,1000,7,0.8,,0.11,,0.013999999999999999,0.986,0.982,0.065,0.004,0.004,0.677,0.98,0.96,0.9179999999999999,0.963,0.98,0.9740000000000001,0.997,0.977,0.9740000000000001,1.0,0.020000000000000018
215,1000,7,0.8,,0.12,,0.013000000000000001,0.987,0.985,0.091,0.002,0.002,0.685,0.972,0.95,0.934,0.956,0.971,0.966,0.9940000000000001,0.972,0.9670000000000001,0.9990000000000001,0.02200000000000002
216,1000,7,0.9,,0.02,,0.992,0.008,0.008,0.0,0.0,0.0,0.774,0.997,0.997,0.924,0.997,0.997,1.0,1.0,1.0,1.0,1.0,0.0
217,1000,7,0.9,,0.03,,0.7879999999999999,0.212,0.212,0.001,0.0,0.0,0.779,0.998,0.998,0.938,0.998,0.998,1.0,1.0,1.0,1.0,1.0,0.0
218,1000,7,0.9,,0.04,,0.44799999999999995,0.552,0.552,0.0,0.0,0.0,0.8059999999999999,0.996,0.996,0.941,0.996,0.996,0.998,1.0,0.998,0.998,1.0,0.0
219,1000,7,0.9,,0.06,,0.168,0.8320000000000001,0.8320000000000001,0.004,0.0,0.0,0.83,0.997,0.9990000000000001,0.96,0.9990000000000001,0.997,0.998,1.0,0.998,0.998,1.0,-0.002000000000000113
220,1000,7,0.9,,0.07,,0.098,0.902,0.902,0.006,0.0,0.0,0.8290000000000001,0.998,0.995,0.966,0.995,0.998,0.997,1.0,0.997,0.997,1.0,0.0030000000000000027
221,1000,7,0.9,,0.08,,0.061,0.9390000000000001,0.938,0.006,0.001,0.001,0.8109999999999999,0.9990000000000001,0.998,0.9690000000000001,0.9990000000000001,0.9990000000000001,0.997,0.9990000000000001,0.998,0.997,1.0,0.001000000000000112
222,1000,7,0.9,,0.1,,0.03,0.97,0.968,0.02,0.002,0.002,0.843,0.996,0.993,0.96,0.993,0.996,0.995,1.0,0.995,0.995,1.0,0.0030000000000000027
223,1000,7,0.9,,0.11,,0.015,0.985,0.985,0.035,0.0,0.0,0.7879999999999999,0.997,0.9940000000000001,0.966,0.996,0.997,0.997,0.998,0.9990000000000001,0.997,1.0,0.0029999999999998916
224,1000,7,0.9,,0.12,,0.035,0.965,0.9640000000000001,0.036000000000000004,0.001,0.001,0.8140000000000001,0.996,0.992,0.971,0.9940000000000001,0.996,0.9940000000000001,0.998,0.996,0.9940000000000001,1.0,0.0040000000000000036
225,1000,7,0.95,,0.02,,0.812,0.188,0.188,0.001,0.0,0.0,0.904,1.0,1.0,0.982,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
226,1000,7,0.95,,0.03,,0.446,0.5539999999999999,0.5539999999999999,0.002,0.0,0.0,0.9129999999999999,1.0,1.0,0.9840000000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
227,1000,7,0.95,,0.04,,0.273,0.727,0.727,0.003,0.0,0.0,0.8959999999999999,1.0,1.0,0.981,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
228,1000,7,0.95,,0.06,,0.124,0.8759999999999999,0.8759999999999999,0.004,0.0,0.0,0.9,1.0,1.0,0.977,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
229,1000,7,0.95,,0.07,,0.09,0.91,0.91,0.008,0.0,0.0,0.897,1.0,0.998,0.981,0.9990000000000001,1.0,0.998,0.9990000000000001,0.9990000000000001,0.998,1.0,0.0020000000000000018
230,1000,7,0.95,,0.08,,0.047,0.953,0.953,0.01,0.0,0.0,0.8809999999999999,1.0,0.9990000000000001,0.987,0.9990000000000001,1.0,0.9990000000000001,1.0,0.9990000000000001,0.9990000000000001,1.0,0.0009999999999998899
231,1000,7,0.95,,0.1,,0.042,0.958,0.958,0.006,0.0,0.0,0.863,0.9990000000000001,0.9990000000000001,0.97,0.9990000000000001,0.9990000000000001,1.0,1.0,1.0,1.0,1.0,0.0
232,1000,7,0.95,,0.11,,0.03,0.97,0.97,0.017,0.0,0.0,0.866,0.997,0.996,0.977,0.996,0.997,0.9990000000000001,1.0,0.9990000000000001,0.9990000000000001,1.0,0.0010000000000000009
233,1000,7,0.95,,0.12,,0.032,0.968,0.968,0.027999999999999997,0.0,0.0,0.853,0.9940000000000001,0.9940000000000001,0.9690000000000001,0.996,0.9940000000000001,0.99,0.998,0.992,0.99,1.0,0.0
234,1000,7,1.0,,0.02,,0.389,0.611,0.611,0.0,0.0,0.0,0.981,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
235,1000,7,1.0,,0.03,,0.27,0.73,0.73,0.001,0.0,0.0,0.971,1.0,1.0,0.998,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
236,1000,7,1.0,,0.04,,0.20600000000000002,0.794,0.794,0.001,0.0,0.0,0.961,1.0,1.0,0.991,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
237,1000,7,1.0,,0.06,,0.131,0.8690000000000001,0.8690000000000001,0.004,0.0,0.0,0.946,1.0,1.0,0.991,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
238,1000,7,1.0,,0.07,,0.10300000000000001,0.897,0.897,0.004,0.0,0.0,0.94,1.0,0.9990000000000001,0.988,0.9990000000000001,1.0,0.9990000000000001,1.0,0.9990000000000001,0.9990000000000001,1.0,0.0009999999999998899
239,1000,7,1.0,,0.08,,0.076,0.924,0.924,0.002,0.0,0.0,0.9309999999999999,1.0,1.0,0.982,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
240,1000,7,1.0,,0.1,,0.055999999999999994,0.9440000000000001,0.9440000000000001,0.016,0.0,0.0,0.9109999999999999,0.9990000000000001,0.998,0.986,0.9990000000000001,0.9990000000000001,0.9990000000000001,0.9990000000000001,1.0,0.9990000000000001,1.0,0.001000000000000112
241,1000,7,1.0,,0.11,,0.032,0.968,0.968,0.01,0.0,0.0,0.885,0.9990000000000001,0.9990000000000001,0.986,1.0,0.9990000000000001,0.998,0.9990000000000001,0.9990000000000001,0.998,1.0,0.0
242,1000,7,1.0,,0.12,,0.032,0.968,0.968,0.024,0.0,0.0,0.893,0.9990000000000001,0.9990000000000001,0.98,0.9990000000000001,0.9990000000000001,1.0,1.0,1.0,1.0,1.0,0.0
243,1000,9,0.5,,0.02,,0.0,1.0,0.997,0.16699999999999998,0.003,0.0,0.11800000000000001,0.55,0.5429999999999999,0.5479999999999999,0.544,0.551,0.807,0.997,0.81,0.836,0.971,0.007000000000000117
244,1000,9,0.5,,0.03,,0.0,1.0,0.997,0.14800000000000002,0.003,0.003,0.11599999999999999,0.6,0.569,0.574,0.57,0.605,0.8109999999999999,0.995,0.816,0.8420000000000001,0.9690000000000001,0.031000000000000028
245,1000,9,0.5,,0.04,,0.0,1.0,0.997,0.195,0.003,0.002,0.14300000000000002,0.598,0.601,0.579,0.601,0.602,0.823,0.998,0.825,0.8490000000000001,0.9740000000000001,-0.0030000000000000027
246,1000,9,0.5,,0.06,,0.0,1.0,0.998,0.18100000000000002,0.002,0.0,0.166,0.635,0.584,0.611,0.584,0.63,0.8109999999999999,0.998,0.813,0.85,0.961,0.051000000000000045
247,1000,9,0.5,,0.07,,0.0,1.0,0.993,0.18,0.006999999999999999,0.004,0.16699999999999998,0.6759999999999999,0.647,0.643,0.6459999999999999,0.674,0.843,0.997,0.846,0.867,0.976,0.028999999999999915
248,1000,9,0.5,,0.08,,0.0,1.0,1.0,0.153,0.0,0.0,0.15,0.698,0.6579999999999999,0.664,0.6629999999999999,0.685,0.838,0.995,0.843,0.861,0.977,0.040000000000000036
249,1000,9,0.5,,0.1,,0.0,1.0,0.993,0.168,0.006999999999999999,0.004,0.179,0.721,0.679,0.669,0.679,0.713,0.826,0.996,0.83,0.858,0.968,0.041999999999999926
250,1000,9,0.5,,0.11,,0.0,1.0,0.9940000000000001,0.188,0.006,0.005,0.17800000000000002,0.77,0.738,0.713,0.741,0.777,0.8340000000000001,0.993,0.841,0.865,0.9690000000000001,0.03200000000000003
251,1000,9,0.5,,0.12,,0.0,1.0,0.987,0.179,0.013000000000000001,0.008,0.165,0.785,0.741,0.735,0.7440000000000001,0.7829999999999999,0.8340000000000001,0.997,0.8370000000000001,0.8540000000000001,0.98,0.04400000000000004
252,1000,9,0.55,,0.02,,0.003,0.997,0.997,0.011000000000000001,0.0,0.0,0.135,0.629,0.612,0.599,0.612,0.628,0.909,0.992,0.917,0.91,0.9990000000000001,0.017000000000000015
253,1000,9,0.55,,0.03,,0.0,1.0,1.0,0.055999999999999994,0.0,0.0,0.128,0.624,0.616,0.563,0.614,0.621,0.878,0.996,0.882,0.887,0.991,0.008000000000000007
254,1000,9,0.55,,0.04,,0.0,1.0,1.0,0.08800000000000001,0.0,0.0,0.165,0.688,0.6579999999999999,0.617,0.6579999999999999,0.6829999999999999,0.85,0.996,0.8540000000000001,0.863,0.987,0.030000000000000027
255,1000,9,0.55,,0.06,,0.0,1.0,0.998,0.134,0.002,0.001,0.14300000000000002,0.72,0.696,0.6579999999999999,0.7020000000000001,0.713,0.848,0.9940000000000001,0.8540000000000001,0.867,0.981,0.02400000000000002
256,1000,9,0.55,,0.07,,0.0,1.0,0.998,0.13,0.002,0.002,0.174,0.7170000000000001,0.708,0.635,0.713,0.7140000000000001,0.857,0.995,0.862,0.8740000000000001,0.983,0.009000000000000119
257,1000,9,0.55,,0.08,,0.0,1.0,1.0,0.154,0.0,0.0,0.195,0.759,0.715,0.718,0.718,0.759,0.856,0.997,0.8590000000000001,0.8759999999999999,0.98,0.04400000000000004
258,1000,9,0.55,,0.1,,0.0,1.0,0.9990000000000001,0.14,0.001,0.0,0.195,0.772,0.737,0.708,0.74,0.7659999999999999,0.825,0.997,0.828,0.857,0.968,0.03500000000000003
259,1000,9,0.55,,0.11,,0.0,1.0,0.992,0.156,0.008,0.006999999999999999,0.212,0.787,0.741,0.743,0.741,0.777,0.8540000000000001,0.996,0.858,0.8759999999999999,0.978,0.04600000000000004
260,1000,9,0.55,,0.12,,0.0,1.0,0.99,0.157,0.01,0.009000000000000001,0.217,0.825,0.775,0.745,0.778,0.8190000000000001,0.852,0.995,0.857,0.8740000000000001,0.978,0.04999999999999993
261,1000,9,0.6,,0.02,,0.172,0.828,0.828,0.0,0.0,0.0,0.16899999999999998,0.758,0.755,0.634,0.754,0.758,0.987,0.9990000000000001,0.988,0.987,1.0,0.0030000000000000027
262,1000,9,0.6,,0.03,,0.016,0.9840000000000001,0.9840000000000001,0.002,0.0,0.0,0.184,0.752,0.745,0.638,0.748,0.752,0.9490000000000001,0.997,0.9520000000000001,0.9490000000000001,1.0,0.007000000000000006
263,1000,9,0.6,,0.04,,0.004,0.996,0.996,0.022000000000000002,0.0,0.0,0.192,0.754,0.7440000000000001,0.68,0.743,0.753,0.9079999999999999,0.995,0.9129999999999999,0.909,0.9990000000000001,0.009999999999999898
264,1000,9,0.6,,0.06,,0.001,0.9990000000000001,0.9990000000000001,0.055999999999999994,0.0,0.0,0.21,0.7659999999999999,0.752,0.685,0.754,0.762,0.898,0.996,0.902,0.91,0.988,0.013999999999999901
265,1000,9,0.6,,0.07,,0.001,0.9990000000000001,0.9990000000000001,0.07,0.0,0.0,0.223,0.77,0.737,0.711,0.735,0.768,0.8909999999999999,0.998,0.893,0.9009999999999999,0.99,0.03300000000000003
266,1000,9,0.6,,0.08,,0.0,1.0,0.9990000000000001,0.083,0.001,0.001,0.233,0.816,0.77,0.738,0.774,0.812,0.892,0.996,0.8959999999999999,0.902,0.99,0.04599999999999993
267,1000,9,0.6,,0.1,,0.0,1.0,1.0,0.12300000000000001,0.0,0.0,0.24,0.838,0.8140000000000001,0.768,0.816,0.835,0.8759999999999999,0.996,0.88,0.885,0.991,0.02399999999999991
268,1000,9,0.6,,0.11,,0.0,1.0,0.9940000000000001,0.149,0.006,0.006,0.24,0.8440000000000001,0.7959999999999999,0.762,0.7979999999999999,0.846,0.872,0.996,0.8759999999999999,0.89,0.982,0.048000000000000154
269,1000,9,0.6,,0.12,,0.0,1.0,0.995,0.14300000000000002,0.005,0.005,0.278,0.845,0.809,0.795,0.8140000000000001,0.838,0.8740000000000001,0.995,0.879,0.895,0.9790000000000001,0.03599999999999992
270,1000,9,0.7,,0.02,,0.914,0.086,0.086,0.0,0.0,0.0,0.268,0.9059999999999999,0.9059999999999999,0.726,0.9059999999999999,0.9059999999999999,1.0,1.0,1.0,1.0,1.0,0.0
271,1000,9,0.7,,0.03,,0.385,0.615,0.615,0.0,0.0,0.0,0.289,0.909,0.909,0.763,0.909,0.909,0.998,1.0,0.998,0.998,1.0,0.0
272,1000,9,0.7,,0.04,,0.111,0.889,0.889,0.0,0.0,0.0,0.3,0.9,0.895,0.777,0.897,0.9,0.985,0.998,0.987,0.985,1.0,0.0050000000000000044
273,1000,9,0.7,,0.06,,0.013000000000000001,0.987,0.987,0.003,0.0,0.0,0.29600000000000004,0.9009999999999999,0.9059999999999999,0.779,0.909,0.9009999999999999,0.973,0.997,0.976,0.973,1.0,-0.0050000000000000044
274,1000,9,0.7,,0.07,,0.002,0.998,0.998,0.009000000000000001,0.0,0.0,0.317,0.9059999999999999,0.894,0.8029999999999999,0.895,0.9059999999999999,0.9620000000000001,0.997,0.965,0.9620000000000001,1.0,0.0119999999999999
275,1000,9,0.7,,0.08,,0.001,0.9990000000000001,0.9990000000000001,0.013000000000000001,0.0,0.0,0.32299999999999995,0.917,0.909,0.812,0.91,0.917,0.956,0.9990000000000001,0.9570000000000001,0.956,1.0,0.008000000000000007
276,1000,9,0.7,,0.1,,0.001,0.9990000000000001,0.997,0.051,0.002,0.002,0.387,0.92,0.897,0.8270000000000001,0.899,0.92,0.9390000000000001,0.996,0.943,0.9490000000000001,0.99,0.02300000000000002
277,1000,9,0.7,,0.11,,0.0,1.0,0.998,0.054000000000000006,0.002,0.002,0.408,0.943,0.9129999999999999,0.86,0.915,0.9420000000000001,0.95,0.998,0.9520000000000001,0.951,0.9990000000000001,0.030000000000000027
278,1000,9,0.7,,0.12,,0.001,0.9990000000000001,0.998,0.05,0.001,0.001,0.41,0.941,0.92,0.875,0.9229999999999999,0.9420000000000001,0.941,0.997,0.9440000000000001,0.946,0.995,0.020999999999999908
279,1000,9,0.75,,0.02,,0.9740000000000001,0.026000000000000002,0.026000000000000002,0.0,0.0,0.0,0.353,0.9470000000000001,0.9470000000000001,0.78,0.9470000000000001,0.9470000000000001,1.0,1.0,1.0,1.0,1.0,0.0
280,1000,9,0.75,,0.03,,0.58,0.42,0.42,0.0,0.0,0.0,0.37,0.951,0.95,0.7979999999999999,0.95,0.951,0.9990000000000001,1.0,0.9990000000000001,0.9990000000000001,1.0,0.0010000000000000009
281,1000,9,0.75,,0.04,,0.222,0.778,0.778,0.0,0.0,0.0,0.379,0.948,0.951,0.8009999999999999,0.951,0.948,0.997,1.0,0.997,0.997,1.0,-0.0030000000000000027
282,1000,9,0.75,,0.06,,0.018000000000000002,0.982,0.982,0.0,0.0,0.0,0.39399999999999996,0.955,0.953,0.8390000000000001,0.953,0.955,0.988,1.0,0.988,0.988,1.0,0.0020000000000000018
283,1000,9,0.75,,0.07,,0.01,0.99,0.99,0.006,0.0,0.0,0.43700000000000006,0.961,0.951,0.872,0.9520000000000001,0.96,0.978,0.9990000000000001,0.9790000000000001,0.9790000000000001,0.9990000000000001,0.010000000000000009
284,1000,9,0.75,,0.08,,0.005,0.995,0.995,0.003,0.0,0.0,0.45799999999999996,0.951,0.9390000000000001,0.87,0.941,0.951,0.978,0.998,0.98,0.978,1.0,0.0119999999999999
285,1000,9,0.75,,0.1,,0.001,0.9990000000000001,0.9990000000000001,0.017,0.0,0.0,0.47700000000000004,0.968,0.9590000000000001,0.894,0.96,0.966,0.977,0.9990000000000001,0.978,0.9790000000000001,0.998,0.008999999999999897
286,1000,9,0.75,,0.11,,0.0,1.0,1.0,0.037000000000000005,0.0,0.0,0.475,0.956,0.945,0.903,0.946,0.9540000000000001,0.977,0.9990000000000001,0.978,0.9790000000000001,0.998,0.01100000000000001
287,1000,9,0.75,,0.12,,0.0,1.0,1.0,0.051,0.0,0.0,0.504,0.971,0.9520000000000001,0.9229999999999999,0.953,0.971,0.9690000000000001,0.9990000000000001,0.97,0.9690000000000001,1.0,0.018999999999999906
288,1000,9,0.8,,0.02,,0.986,0.013999999999999999,0.013999999999999999,0.0,0.0,0.0,0.428,0.987,0.987,0.8370000000000001,0.987,0.987,1.0,1.0,1.0,1.0,1.0,0.0
289,1000,9,0.8,,0.03,,0.675,0.325,0.325,0.0,0.0,0.0,0.44299999999999995,0.98,0.98,0.84,0.98,0.98,1.0,1.0,1.0,1.0,1.0,0.0
290,1000,9,0.8,,0.04,,0.28800000000000003,0.7120000000000001,0.7120000000000001,0.0,0.0,0.0,0.473,0.975,0.973,0.866,0.973,0.975,0.996,1.0,0.996,0.996,1.0,0.0020000000000000018
291,1000,9,0.8,,0.06,,0.045,0.955,0.955,0.0,0.0,0.0,0.527,0.9840000000000001,0.983,0.872,0.983,0.9840000000000001,0.997,1.0,0.997,0.997,1.0,0.001000000000000112
292,1000,9,0.8,,0.07,,0.017,0.983,0.983,0.001,0.0,0.0,0.5489999999999999,0.9790000000000001,0.98,0.9079999999999999,0.98,0.9790000000000001,0.993,1.0,0.993,0.993,1.0,-0.0009999999999998899
293,1000,9,0.8,,0.08,,0.003,0.997,0.997,0.001,0.0,0.0,0.562,0.982,0.98,0.902,0.981,0.982,0.99,0.997,0.993,0.99,1.0,0.0020000000000000018
294,1000,9,0.8,,0.1,,0.001,0.9990000000000001,0.9990000000000001,0.012,0.0,0.0,0.557,0.9790000000000001,0.977,0.934,0.98,0.9790000000000001,0.98,0.997,0.983,0.98,1.0,0.002000000000000113
295,1000,9,0.8,,0.11,,0.001,0.9990000000000001,0.9990000000000001,0.013999999999999999,0.0,0.0,0.56,0.987,0.98,0.927,0.981,0.987,0.985,0.9990000000000001,0.986,0.985,1.0,0.007000000000000006
296,1000,9,0.8,,0.12,,0.002,0.998,0.998,0.022000000000000002,0.0,0.0,0.616,0.982,0.968,0.925,0.9690000000000001,0.982,0.98,0.997,0.983,0.98,1.0,0.014000000000000012
297,1000,9,0.9,,0.02,,0.934,0.066,0.066,0.0,0.0,0.0,0.696,0.9990000000000001,0.9990000000000001,0.917,0.9990000000000001,0.9990000000000001,1.0,1.0,1.0,1.0,1.0,0.0
298,1000,9,0.9,,0.03,,0.491,0.509,0.509,0.0,0.0,0.0,0.731,1.0,0.9990000000000001,0.945,1.0,1.0,0.9990000000000001,0.9990000000000001,1.0,0.9990000000000001,1.0,0.0009999999999998899
299,1000,9,0.9,,0.04,,0.16699999999999998,0.833,0.833,0.0,0.0,0.0,0.75,0.998,0.998,0.96,0.998,0.998,1.0,1.0,1.0,1.0,1.0,0.0
300,1000,9,0.9,,0.06,,0.024,0.976,0.976,0.001,0.0,0.0,0.7829999999999999,1.0,1.0,0.958,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
301,1000,9,0.9,,0.07,,0.018000000000000002,0.982,0.982,0.0,0.0,0.0,0.778,0.9990000000000001,0.9990000000000001,0.972,0.9990000000000001,0.9990000000000001,1.0,1.0,1.0,1.0,1.0,0.0
302,1000,9,0.9,,0.08,,0.006,0.9940000000000001,0.9940000000000001,0.0,0.0,0.0,0.769,0.9990000000000001,0.997,0.977,0.997,0.9990000000000001,0.998,1.0,0.998,0.998,1.0,0.002000000000000113
303,1000,9,0.9,,0.1,,0.001,0.9990000000000001,0.9990000000000001,0.001,0.0,0.0,0.765,0.9990000000000001,0.9940000000000001,0.9670000000000001,0.995,0.9990000000000001,0.995,0.9990000000000001,0.996,0.995,1.0,0.0050000000000000044
304,1000,9,0.9,,0.11,,0.0,1.0,1.0,0.0,0.0,0.0,0.774,0.995,0.995,0.9690000000000001,0.995,0.995,0.998,1.0,0.998,0.998,1.0,0.0
305,1000,9,0.9,,0.12,,0.001,0.9990000000000001,0.9990000000000001,0.004,0.0,0.0,0.743,0.997,0.991,0.973,0.993,0.998,0.99,0.998,0.992,0.991,0.9990000000000001,0.006000000000000005
306,1000,9,0.95,,0.02,,0.506,0.494,0.494,0.0,0.0,0.0,0.889,1.0,1.0,0.978,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
307,1000,9,0.95,,0.03,,0.17,0.83,0.83,0.0,0.0,0.0,0.8859999999999999,1.0,1.0,0.983,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
