,iterations,voters,mean,mean_bucket,std,std_bucket,simple_majority_optimal,minority_decisiveness_optimal,non_tyrannic_minority_decisiveness_optimal,minority_tyranny_optimal,expert_tyranny_optimal,minority_colluding,optimal_correct,majority_correct,expert_correct,compromise_minority_correct,compromose_strongmajority_correct,optimal_agrees_majority,compromise_minority_agrees_majority,compromise_minority_agrees_optimal,compromose_strongmajority_agrees_majority,compromose_strongmajority_agrees_optimal
101,1000.0,21.0,0.6,,0.04,,0.0,inf,inf,0.0,0.0,0.008064516129032258,5.711409395973154,4.494505494505493,2.0769230769230775,4.494505494505493,5.711409395973154,10.235955056179765,inf,10.235955056179765,11.048192771084343,165.6666666666696
102,1000.0,21.0,0.6,,0.06,,0.0,inf,inf,0.0,0.0,0.014198782961460444,7.130081300813008,6.04225352112676,2.8910505836575875,6.04225352112676,7.19672131147541,10.494252873563209,inf,10.494252873563209,14.624999999999986,42.478260869565176
103,1000.0,21.0,0.6,,0.07,,0.0,inf,inf,0.0,0.0,0.014198782961460444,7.547008547008548,5.9930069930069925,2.311258278145695,5.9930069930069925,6.936507936507944,14.151515151515163,inf,14.151515151515163,22.25581395348841,42.478260869565176
104,1000.0,21.0,0.6,,0.08,,0.0,inf,inf,0.0,0.0,0.011122345803842266,9.869565217391294,7.19672131147541,3.4642857142857126,7.19672131147541,9.101010101010091,10.904761904761894,inf,10.904761904761894,15.949152542372866,38.999999999999964
105,1000.0,21.0,0.6,,0.1,,0.0,inf,inf,0.0,0.0,0.03305785123966942,11.195121951219502,7.849557522123894,3.3290043290043294,7.849557522123894,10.904761904761894,11.345679012345684,inf,11.345679012345684,16.54385964912279,40.66666666666663
106,1000.0,21.0,0.6,,0.11,,0.0,inf,inf,0.0,0.0,0.029866117404737384,14.384615384615397,8.708737864077671,5.024096385542172,8.708737864077671,11.500000000000007,10.904761904761894,inf,10.904761904761894,15.393442622950834,42.478260869565176
107,1000.0,21.0,0.6,,0.12,,0.0,inf,inf,0.0,0.0,0.03305785123966942,22.80952380952379,12.69863013698631,5.756756756756756,12.888888888888877,20.276595744680833,18.607843137254928,999.0000000001102,18.999999999999982,25.315789473684266,75.92307692307685
108,1000.0,21.0,0.7,,0.02,,0.0,inf,inf,0.0,0.0,0.04166666666666667,37.461538461538595,36.037037037037,2.690036900369005,36.037037037037,37.461538461538595,999.0000000001102,inf,999.0000000001102,999.0000000001102,inf
109,1000.0,21.0,0.7,,0.03,,0.0,inf,inf,0.0,0.0,0.0395010395010395,48.99999999999996,46.61904761904783,3.424778761061947,46.61904761904783,48.99999999999996,332.33333333333303,inf,332.33333333333303,332.33333333333303,inf
110,1000.0,21.0,0.7,,0.04,,0.0,inf,inf,0.0,0.0,0.04602510460251047,33.48275862068962,28.411764705882327,3.385964912280702,28.411764705882327,33.48275862068962,110.11111111111101,inf,110.11111111111101,110.11111111111101,inf
111,1000.0,21.0,0.7,,0.06,,0.0,inf,inf,0.0,0.0,0.04931794333683106,42.478260869565176,51.631578947368375,3.9019607843137236,51.631578947368375,44.45454545454542,82.33333333333326,inf,82.33333333333326,110.11111111111101,332.33333333333303
112,1000.0,21.0,0.7,,0.07,,0.0,inf,inf,0.0,0.0,0.04712041884816754,48.99999999999996,37.461538461538595,4.4644808743169415,37.461538461538595,54.55555555555551,82.33333333333326,inf,82.33333333333326,98.99999999999991,498.99999999999955
113,1000.0,21.0,0.7,,0.08,,0.0,inf,inf,0.0,0.0,0.08108108108108107,110.11111111111101,57.82352941176465,5.329113924050636,57.82352941176465,82.33333333333326,61.50000000000038,inf,61.50000000000038,75.92307692307685,332.33333333333303
114,1000.0,21.0,0.7,,0.1,,0.0,inf,inf,0.0,0.0,0.08695652173913043,75.92307692307685,31.25806451612912,6.8125,31.25806451612912,65.66666666666661,40.66666666666663,inf,40.66666666666663,44.45454545454542,498.99999999999955
115,1000.0,21.0,0.7,,0.11,,0.0,inf,inf,0.0,0.0,0.11234705228031144,110.11111111111101,57.82352941176465,9.204081632653065,57.82352941176465,110.11111111111101,70.42857142857136,inf,70.42857142857136,82.33333333333326,498.99999999999955
